CpdClass1	CpdClass2	BioSim
GF-I-1	QD-C-R	0.533
GF-I-1	QD-C-R	0.559
GF-I-1	QD-C-R	0.618
GF-I-1	QD-C-R	0.568
GF-I-1	QD-C-R	0.657
GF-I-1	QD-C-R	0.482
GF-I-1	QD-C-R	0.549
GF-I-1	QD-C-R	0.613
GF-I-1	QD-C-R	0.665
GF-I-1	QD-C-R	0.64
GF-I-1	QD-C-R	0.571
GF-I-1	QD-C-R	0.646
GF-I-1	QD-C-R	0.682
GF-I-1	QD-C-R	0.562
GF-I-1	QD-C-R	0.676
GF-I-1	QD-C-R	0.611
GF-I-1	QD-C-R	0.587
GF-I-1	QD-C-R	0.647
GF-I-1	QD-C-R	0.533
GF-I-1	QD-C-R	0.477
GF-I-1	QD-C-R	0.372
GF-I-1	QD-C-R	0.358
GF-I-1	QD-C-R	0.511
GF-I-1	QD-C-R	0.449
GF-I-1	QD-C-R	0.513
GF-I-1	QD-C-R	0.259
GF-I-1	QD-C-R	0.476
GF-I-1	QD-C-R	0.5
GF-I-1	QD-C-R	0.589
GF-I-1	QD-C-R	0.492
GF-I-1	QD-C-R	0.526
GF-I-1	QD-C-R	0.412
GF-I-1	QD-C-R	0.548
GF-I-1	QD-C-R	0.49
GF-I-1	QD-C-R	0.543
GF-I-1	QD-C-R	0.368
GF-I-1	QD-C-R	0.619
GF-I-1	QD-C-R	0.498
GF-I-1	QD-C-R	0.395
GF-I-1	QD-C-R	0.435
GF-I-1	QD-C-R	0.235
GF-I-1	QD-C-R	0.264
GF-I-1	QD-C-R	0.293
GF-I-1	QD-C-R	0.349
GF-I-1	QD-C-R	0.413
GF-I-1	QD-C-R	0.148
GF-I-1	QD-C-R	0.257
GF-I-1	QD-C-R	0.356
GF-I-1	QD-C-R	0.645
GF-I-1	QD-C-R	0.672
GF-I-1	QD-C-R	0.528
GF-I-1	QD-C-R	0.511
GF-I-1	QD-C-R	0.565
GF-I-1	QD-C-R	0.591
GF-I-1	QD-C-R	0.667
GF-I-1	QD-C-R	0.423
GF-I-1	QD-C-R	0.513
GF-I-1	QD-C-R	0.59
GF-I-1	QD-C-R	0.704
GF-I-1	QD-C-R	0.7
GF-I-1	QD-C-R	0.548
GF-I-1	QD-C-R	0.548
GF-I-1	QD-C-R	0.519
GF-I-1	QD-C-R	0.694
GF-I-1	QD-C-R	0.646
GF-I-1	QD-C-R	0.457
GF-I-1	QD-C-R	0.551
GF-I-1	QD-C-R	0.54
GF-I-1	QD-C-R	0.557
GF-I-1	QD-C-R	0.554
GF-I-1	QD-C-R	0.439
GF-I-1	QD-C-R	0.384
GF-I-1	QD-C-R	0.465
GF-I-1	QD-C-R	0.53
GF-I-1	QD-C-R	0.555
GF-I-1	QD-C-R	0.31
GF-I-1	QD-C-R	0.389
GF-I-1	QD-C-R	0.48
GF-I-1	QD-C-R	0.377
GF-I-1	QD-C-R	0.385
GF-I-1	QD-C-R	0.206
GF-I-1	QD-C-R	0.225
GF-I-1	QD-C-R	0.326
GF-I-1	QD-C-R	0.372
GF-I-1	QD-C-R	0.349
GF-I-1	QD-C-R	0.123
GF-I-1	QD-C-R	0.219
GF-I-1	QD-C-R	0.368
GF-I-1	QD-C-R	0.735
GF-I-1	QD-C-R	0.793
GF-I-1	QD-C-R	0.649
GF-I-1	QD-C-R	0.745
GF-I-1	QD-C-R	0.701
GF-I-1	QD-C-R	0.672
GF-I-1	QD-C-R	0.751
GF-I-1	QD-C-R	0.669
GF-I-1	QD-C-R	0.621
GF-I-1	QD-C-R	0.721
GF-I-1	QD-C-R	0.613
GF-I-1	QD-C-R	0.526
GF-I-1	QD-C-R	0.525
GF-I-1	QD-C-R	0.434
GF-I-1	QD-C-R	0.566
GF-I-1	QD-C-R	0.509
GF-I-1	QD-C-R	0.586
GF-I-1	QD-C-R	0.411
GF-I-1	QD-C-R	0.545
GF-I-1	QD-C-R	0.517
GF-I-1	QD-C-R	0.596
GF-I-1	QD-C-R	0.587
GF-I-1	QD-C-R	0.428
GF-I-1	QD-C-R	0.489
GF-I-1	QD-C-R	0.498
GF-I-1	QD-C-R	0.561
GF-I-1	QD-C-R	0.568
GF-I-1	QD-C-R	0.407
GF-I-1	QD-C-R	0.419
GF-I-1	QD-C-R	0.519
GF-I-1	QD-C-R	0.483
GF-I-1	QD-C-R	0.559
GF-I-1	QD-C-R	0.453
GF-I-1	QD-C-R	0.47
GF-I-1	QD-C-R	0.555
GF-I-1	QD-C-R	0.449
GF-I-1	QD-C-R	0.499
GF-I-1	QD-C-R	0.37
GF-I-1	QD-C-R	0.456
GF-I-1	QD-C-R	0.587
GF-I-1	QD-C-R	0.385
GF-I-1	QD-C-R	0.478
GF-I-1	QD-C-R	0.251
GF-I-1	QD-C-R	0.348
GF-I-1	QD-C-R	0.305
GF-I-1	QD-C-R	0.362
GF-I-1	QD-C-R	0.452
GF-I-1	QD-C-R	0.249
GF-I-1	QD-C-R	0.178
GF-I-1	QD-C-R	0.385
GF-I-1	QD-C-R	0.61
GF-I-1	QD-C-R	0.671
GF-I-1	QD-C-R	0.466
GF-I-1	QD-C-R	0.573
GF-I-1	QD-C-R	0.559
GF-I-1	QD-C-R	0.56
GF-I-1	QD-C-R	0.61
GF-I-1	QD-C-R	0.453
GF-I-1	QD-C-R	0.5
GF-I-1	QD-C-R	0.614
GF-I-1	QD-C-R	0.398
GF-I-1	QD-C-R	0.371
GF-I-1	QD-C-R	0.211
GF-I-1	QD-C-R	0.276
GF-I-1	QD-C-R	0.356
GF-I-1	QD-C-R	0.355
GF-I-1	QD-C-R	0.387
GF-I-1	QD-C-R	0.168
GF-I-1	QD-C-R	0.301
GF-I-1	QD-C-R	0.389
GF-I-1	QD-C-R	0.225
GF-I-1	QD-C-R	0.345
GF-I-1	QD-C-R	0.131
GF-I-1	QD-C-R	0.213
GF-I-1	QD-C-R	0.186
GF-I-1	QD-C-R	0.224
GF-I-1	QD-C-R	0.246
GF-I-1	QD-C-R	0.127
GF-I-1	QD-C-R	0.101
GF-I-1	QD-C-R	0.249
GF-I-1	QD-C-R	0.399
GF-I-1	QD-C-R	0.38
GF-I-1	QD-C-R	0.201
GF-I-1	QD-C-R	0.241
GF-I-1	QD-C-R	0.324
GF-I-1	QD-C-R	0.354
GF-I-1	QD-C-R	0.383
GF-I-1	QD-C-R	0.12
GF-I-1	QD-C-R	0.294
GF-I-1	QD-C-R	0.366
GF-I-1	QD-C-R	0.653
GF-I-1	QD-C-R	0.68
GF-I-1	QD-C-R	0.502
GF-I-1	QD-C-R	0.594
GF-I-1	QD-C-R	0.619
GF-I-1	QD-C-R	0.608
GF-I-1	QD-C-R	0.655
GF-I-1	QD-C-R	0.499
GF-I-1	QD-C-R	0.525
GF-I-1	QD-C-R	0.64
GF-I-1	QD-C-S	0.376
GF-I-1	QD-C-S	0.304
GF-I-1	QD-C-S	0.416
GF-I-1	QD-C-S	0.301
GF-I-1	QD-C-S	0.346
GF-I-1	QD-C-S	0.401
GF-I-1	QD-C-S	0.34
GF-I-1	QD-C-S	0.414
GF-I-1	QD-C-S	0.359
GF-I-1	QD-C-S	0.26
GF-I-1	QD-C-S	0.171
GF-I-1	QD-C-S	0.556
GF-I-1	QD-C-S	0.645
GF-I-1	QD-C-S	0.607
GF-I-1	QD-C-S	0.677
GF-I-1	QD-C-S	0.627
GF-I-1	QD-C-S	0.498
GF-I-1	QD-C-S	0.678
GF-I-1	QD-C-S	0.629
GF-I-1	QD-C-S	0.577
GF-I-1	QD-C-S	0.63
GF-I-1	QD-C-S	0.315
GF-I-1	QD-C-S	0.498
GF-I-1	QD-C-S	0.618
GF-I-1	QD-C-S	0.526
GF-I-1	QD-C-S	0.666
GF-I-1	QD-C-S	0.618
GF-I-1	QD-C-S	0.407
GF-I-1	QD-C-S	0.669
GF-I-1	QD-C-S	0.539
GF-I-1	QD-C-S	0.534
GF-I-1	QD-C-S	0.63
GF-I-1	QD-C-S	0.279
GF-I-1	QD-C-S	0.639
GF-I-1	QD-C-S	0.589
GF-I-1	QD-C-S	0.65
GF-I-1	QD-C-S	0.604
GF-I-1	QD-C-S	0.58
GF-I-1	QD-C-S	0.69
GF-I-1	QD-C-S	0.558
GF-I-1	QD-C-S	0.651
GF-I-1	QD-C-S	0.653
GF-I-1	QD-C-S	0.507
GF-I-1	QD-C-S	0.47
GF-I-1	QD-C-S	0.576
GF-I-1	QD-C-S	0.635
GF-I-1	QD-C-S	0.642
GF-I-1	QD-C-S	0.63
GF-I-1	QD-C-S	0.556
GF-I-1	QD-C-S	0.599
GF-I-1	QD-C-S	0.576
GF-I-1	QD-C-S	0.659
GF-I-1	QD-C-S	0.637
GF-I-1	QD-C-S	0.536
GF-I-1	QD-C-S	0.489
GF-I-1	QD-C-S	0.388
GF-I-1	QD-C-S	0.443
GF-I-1	QD-C-S	0.458
GF-I-1	QD-C-S	0.437
GF-I-1	QD-C-S	0.434
GF-I-1	QD-C-S	0.488
GF-I-1	QD-C-S	0.465
GF-I-1	QD-C-S	0.468
GF-I-1	QD-C-S	0.371
GF-I-1	QD-C-S	0.379
GF-I-1	QD-C-S	0.273
GF-I-1	QD-C-S	0.568
GF-I-1	QD-C-S	0.653
GF-I-1	QD-C-S	0.653
GF-I-1	QD-C-S	0.636
GF-I-1	QD-C-S	0.649
GF-I-1	QD-C-S	0.529
GF-I-1	QD-C-S	0.649
GF-I-1	QD-C-S	0.646
GF-I-1	QD-C-S	0.566
GF-I-1	QD-C-S	0.556
GF-I-1	QD-C-S	0.305
GF-I-1	QD-C-S	0.633
GF-I-1	QD-C-S	0.57
GF-I-1	QD-C-S	0.685
GF-I-1	QD-C-S	0.559
GF-I-1	QD-C-S	0.594
GF-I-1	QD-C-S	0.452
GF-I-1	QD-C-S	0.587
GF-I-1	QD-C-S	0.669
GF-I-1	QD-C-S	0.644
GF-I-1	QD-C-S	0.579
GF-I-1	QD-C-S	0.194
GF-I-1	QD-C-S	0.524
GF-I-1	QD-C-S	0.523
GF-I-1	QD-C-S	0.595
GF-I-1	QD-C-S	0.509
GF-I-1	QD-C-S	0.512
GF-I-1	QD-C-S	0.524
GF-I-1	QD-C-S	0.587
GF-I-1	QD-C-S	0.549
GF-I-1	QD-C-S	0.514
GF-I-1	QD-C-S	0.438
GF-I-1	QD-C-S	0.31
GF-I-1	QD-C-S	0.519
GF-I-1	QD-C-S	0.317
GF-I-1	QD-C-S	0.517
GF-I-1	QD-C-S	0.373
GF-I-1	QD-C-S	0.381
GF-I-1	QD-C-S	0.448
GF-I-1	QD-C-S	0.382
GF-I-1	QD-C-S	0.457
GF-I-1	QD-C-S	0.476
GF-I-1	QD-C-S	0.307
GF-I-1	QD-C-S	0.155
GF-I-1	QD-C-S	0.523
GF-I-1	QD-C-S	0.64
GF-I-1	QD-C-S	0.555
GF-I-1	QD-C-S	0.68
GF-I-1	QD-C-S	0.67
GF-I-1	QD-C-S	0.307
GF-I-1	QD-C-S	0.72
GF-I-1	QD-C-S	0.554
GF-I-1	QD-C-S	0.518
GF-I-1	QD-C-S	0.722
GF-I-1	QD-C-S	0.15
GF-I-1	QD-C-S	0.442
GF-I-1	QD-C-S	0.52
GF-I-1	QD-C-S	0.555
GF-I-1	QD-C-S	0.618
GF-I-1	QD-C-S	0.482
GF-I-1	QD-C-S	0.386
GF-I-1	QD-C-S	0.549
GF-I-1	QD-C-S	0.53
GF-I-1	QD-C-S	0.501
GF-I-1	QD-C-S	0.492
GF-I-1	QD-C-S	0.268
GF-I-1	QD-C-S	0.5
GF-I-1	QD-C-S	0.451
GF-I-1	QD-C-S	0.539
GF-I-1	QD-C-S	0.509
GF-I-1	QD-C-S	0.507
GF-I-1	QD-C-S	0.344
GF-I-1	QD-C-S	0.55
GF-I-1	QD-C-S	0.485
GF-I-1	QD-C-S	0.499
GF-I-1	QD-C-S	0.518
GF-I-1	QD-C-S	0.11
GF-I-1	QD-C-S	0.512
GF-I-1	QD-C-S	0.541
GF-I-1	QD-C-S	0.493
GF-I-1	QD-C-S	0.593
GF-I-1	QD-C-S	0.548
GF-I-1	QD-C-S	0.411
GF-I-1	QD-C-S	0.551
GF-I-1	QD-C-S	0.48
GF-I-1	QD-C-S	0.465
GF-I-1	QD-C-S	0.526
GF-I-1	QD-C-S	0.308
GF-I-1	QD-C-S	0.274
GF-I-1	QD-C-S	0.287
GF-I-1	QD-C-S	0.33
GF-I-1	QD-C-S	0.347
GF-I-1	QD-C-S	0.361
GF-I-1	QD-C-S	0.15
GF-I-1	QD-C-S	0.4
GF-I-1	QD-C-S	0.301
GF-I-1	QD-C-S	0.25
GF-I-1	QD-C-S	0.329
GF-I-1	QD-C-S	0.0
GF-I-1	QD-C-S	0.493
GF-I-1	QD-C-S	0.573
GF-I-1	QD-C-S	0.52
GF-I-1	QD-C-S	0.612
GF-I-1	QD-C-S	0.576
GF-I-1	QD-C-S	0.355
GF-I-1	QD-C-S	0.629
GF-I-1	QD-C-S	0.526
GF-I-1	QD-C-S	0.482
GF-I-1	QD-C-S	0.631
GF-I-1	QD-C-S	0.207
GF-I-1	QD-C-S	0.555
GF-I-1	QD-C-S	0.377
GF-I-1	QD-C-S	0.521
GF-I-1	QD-C-S	0.402
GF-I-1	QD-C-S	0.426
GF-I-1	QD-C-S	0.514
GF-I-1	QD-C-S	0.409
GF-I-1	QD-C-S	0.489
GF-I-1	QD-C-S	0.543
GF-I-1	QD-C-S	0.368
GF-I-1	QD-C-S	0.266
GF-I-1	QD-C-S	0.215
GF-I-1	QD-C-S	0.199
GF-I-1	QD-C-S	0.219
GF-I-1	QD-C-S	0.242
GF-I-1	QD-C-S	0.248
GF-I-1	QD-C-S	0.152
GF-I-1	QD-C-S	0.288
GF-I-1	QD-C-S	0.194
GF-I-1	QD-C-S	0.156
GF-I-1	QD-C-S	0.232
GF-I-1	QD-C-S	0.02
GF-I-1	QD-C-S	0.586
GF-I-1	QD-C-S	0.403
GF-I-1	QD-C-S	0.582
GF-I-1	QD-C-S	0.411
GF-I-1	QD-C-S	0.433
GF-I-1	QD-C-S	0.588
GF-I-1	QD-C-S	0.419
GF-I-1	QD-C-S	0.538
GF-I-1	QD-C-S	0.581
GF-I-1	QD-C-S	0.371
GF-I-1	QD-C-S	0.302
GF-I-1	QD-C-S	0.609
GF-I-1	QD-C-S	0.611
GF-I-1	QD-C-S	0.619
GF-I-1	QD-C-S	0.638
GF-I-1	QD-C-S	0.639
GF-I-1	QD-C-S	0.475
GF-I-1	QD-C-S	0.638
GF-I-1	QD-C-S	0.611
GF-I-1	QD-C-S	0.6
GF-I-1	QD-C-S	0.616
GF-I-1	QD-C-S	0.252
GF-I-1	QD-I	0.564
GF-I-1	QD-I	0.407
GF-I-1	QD-I	0.142
GF-I-1	QD-I	0.192
GF-I-1	QD-I	0.453
GF-I-1	QD-I	0.451
GF-I-1	QD-I	0.284
GF-I-1	QD-I	0.389
GF-I-1	QD-I	0.127
GF-I-1	QD-I	0.169
GF-I-1	QD-I	0.697
GF-I-1	QD-I	0.698
GF-I-1	QD-I	0.539
GF-I-1	QD-I	0.582
GF-I-1	QD-I	0.609
GF-I-1	QD-I	0.63
GF-I-1	QD-I	0.604
GF-I-1	QD-I	0.663
GF-I-1	QD-I	0.491
GF-I-1	QD-I	0.504
GF-I-1	QD-I	0.656
GF-I-1	QD-I	0.666
GF-I-1	QD-I	0.565
GF-I-1	QD-I	0.618
GF-I-1	QD-I	0.578
GF-I-1	QD-I	0.581
GF-I-1	QD-I	0.662
GF-I-1	QD-I	0.676
GF-I-1	QD-I	0.601
GF-I-1	QD-I	0.631
GF-I-1	QD-I	0.583
GF-I-1	QD-I	0.569
GF-I-1	QD-I	0.386
GF-I-1	QD-I	0.385
GF-I-1	QD-I	0.471
GF-I-1	QD-I	0.567
GF-I-1	QD-I	0.39
GF-I-1	QD-I	0.473
GF-I-1	QD-I	0.301
GF-I-1	QD-I	0.245
GF-I-1	QD-I	0.458
GF-I-1	QD-I	0.566
GF-I-1	QD-I	0.54
GF-I-1	QD-I	0.495
GF-I-1	QD-I	0.428
GF-I-1	QD-I	0.493
GF-I-1	QD-I	0.427
GF-I-1	QD-I	0.481
GF-I-1	QD-I	0.363
GF-I-1	QD-I	0.302
GF-I-1	QD-I	0.612
GF-I-1	QD-I	0.491
GF-I-1	QD-I	0.237
GF-I-1	QD-I	0.323
GF-I-1	QD-I	0.534
GF-I-1	QD-I	0.546
GF-I-1	QD-I	0.384
GF-I-1	QD-I	0.447
GF-I-1	QD-I	0.238
GF-I-1	QD-I	0.207
GF-I-1	QD-I	0.765
GF-I-1	QD-I	0.733
GF-I-1	QD-I	0.522
GF-I-1	QD-I	0.533
GF-I-1	QD-I	0.696
GF-I-1	QD-I	0.728
GF-I-1	QD-I	0.569
GF-I-1	QD-I	0.66
GF-I-1	QD-I	0.452
GF-I-1	QD-I	0.401
GF-I-1	QD-I	0.796
GF-I-1	QD-I	0.743
GF-I-1	QD-I	0.562
GF-I-1	QD-I	0.53
GF-I-1	QD-I	0.684
GF-I-1	QD-I	0.686
GF-I-1	QD-I	0.549
GF-I-1	QD-I	0.606
GF-I-1	QD-I	0.437
GF-I-1	QD-I	0.444
GF-I-1	QD-I	0.661
GF-I-1	QD-I	0.643
GF-I-1	QD-I	0.41
GF-I-1	QD-I	0.417
GF-I-1	QD-I	0.626
GF-I-1	QD-I	0.631
GF-I-1	QD-I	0.448
GF-I-1	QD-I	0.598
GF-I-1	QD-I	0.322
GF-I-1	QD-I	0.275
GF-I-1	QD-I	0.575
GF-I-1	QD-I	0.452
GF-I-1	QD-I	0.179
GF-I-1	QD-I	0.23
GF-I-1	QD-I	0.489
GF-I-1	QD-I	0.529
GF-I-1	QD-I	0.309
GF-I-1	QD-I	0.454
GF-I-1	QD-I	0.165
GF-I-1	QD-I	0.172
GF-I-1	QD-I	0.82
GF-I-1	QD-I	0.792
GF-I-1	QD-I	0.638
GF-I-1	QD-I	0.699
GF-I-1	QD-I	0.735
GF-I-1	QD-I	0.742
GF-I-1	QD-I	0.78
GF-I-1	QD-I	0.784
GF-I-1	QD-I	0.694
GF-I-1	QD-I	0.718
GF-I-1	QD-I	0.483
GF-I-1	QD-I	0.58
GF-I-1	QD-I	0.528
GF-I-1	QD-I	0.509
GF-I-1	QD-I	0.544
GF-I-1	QD-I	0.534
GF-I-1	QD-I	0.428
GF-I-1	QD-I	0.609
GF-I-1	QD-I	0.377
GF-I-1	QD-I	0.365
GF-I-1	QD-I	0.713
GF-I-1	QD-I	0.621
GF-I-1	QD-I	0.392
GF-I-1	QD-I	0.466
GF-I-1	QD-I	0.653
GF-I-1	QD-I	0.622
GF-I-1	QD-I	0.539
GF-I-1	QD-I	0.649
GF-I-1	QD-I	0.411
GF-I-1	QD-I	0.487
GF-I-1	QD-I	0.595
GF-I-1	QD-I	0.591
GF-I-1	QD-I	0.438
GF-I-1	QD-I	0.475
GF-I-1	QD-I	0.533
GF-I-1	QD-I	0.662
GF-I-1	QD-I	0.556
GF-I-1	QD-I	0.589
GF-I-1	QD-I	0.512
GF-I-1	QD-I	0.343
GF-I-1	QD-I	0.618
GF-I-1	QD-I	0.503
GF-I-1	QD-I	0.229
GF-I-1	QD-I	0.318
GF-I-1	QD-I	0.605
GF-I-1	QD-I	0.548
GF-I-1	QD-I	0.429
GF-I-1	QD-I	0.593
GF-I-1	QD-I	0.29
GF-I-1	QD-I	0.369
GF-I-1	QD-I	0.749
GF-I-1	QD-I	0.651
GF-I-1	QD-I	0.474
GF-I-1	QD-I	0.57
GF-I-1	QD-I	0.641
GF-I-1	QD-I	0.711
GF-I-1	QD-I	0.649
GF-I-1	QD-I	0.679
GF-I-1	QD-I	0.553
GF-I-1	QD-I	0.506
GF-I-1	QD-I	0.536
GF-I-1	QD-I	0.445
GF-I-1	QD-I	0.212
GF-I-1	QD-I	0.254
GF-I-1	QD-I	0.411
GF-I-1	QD-I	0.469
GF-I-1	QD-I	0.321
GF-I-1	QD-I	0.414
GF-I-1	QD-I	0.209
GF-I-1	QD-I	0.251
GF-I-1	QD-I	0.487
GF-I-1	QD-I	0.342
GF-I-1	QD-I	0.107
GF-I-1	QD-I	0.188
GF-I-1	QD-I	0.44
GF-I-1	QD-I	0.44
GF-I-1	QD-I	0.357
GF-I-1	QD-I	0.422
GF-I-1	QD-I	0.23
GF-I-1	QD-I	0.202
GF-I-1	QD-I	0.569
GF-I-1	QD-I	0.47
GF-I-1	QD-I	0.204
GF-I-1	QD-I	0.234
GF-I-1	QD-I	0.44
GF-I-1	QD-I	0.502
GF-I-1	QD-I	0.289
GF-I-1	QD-I	0.4
GF-I-1	QD-I	0.169
GF-I-1	QD-I	0.192
GF-I-1	QD-I	0.782
GF-I-1	QD-I	0.694
GF-I-1	QD-I	0.516
GF-I-1	QD-I	0.573
GF-I-1	QD-I	0.66
GF-I-1	QD-I	0.712
GF-I-1	QD-I	0.642
GF-I-1	QD-I	0.675
GF-I-1	QD-I	0.55
GF-I-1	QD-I	0.537
GF-I-1	QN-C-R	0.455
GF-I-1	QN-C-R	0.467
GF-I-1	QN-C-R	0.311
GF-I-1	QN-C-R	0.543
GF-I-1	QN-C-R	0.521
GF-I-1	QN-C-R	0.234
GF-I-1	QN-C-R	0.559
GF-I-1	QN-C-R	0.159
GF-I-1	QN-C-R	0.496
GF-I-1	QN-C-R	0.458
GF-I-1	QN-C-R	0.511
GF-I-1	QN-C-R	0.434
GF-I-1	QN-C-R	0.008
GF-I-1	QN-C-R	0.439
GF-I-1	QN-C-R	0.0
GF-I-1	QN-C-R	0.758
GF-I-1	QN-C-R	0.649
GF-I-1	QN-C-R	0.595
GF-I-1	QN-C-R	0.733
GF-I-1	QN-C-R	0.814
GF-I-1	QN-C-R	0.543
GF-I-1	QN-C-R	0.709
GF-I-1	QN-C-R	0.54
GF-I-1	QN-C-R	0.764
GF-I-1	QN-C-R	0.739
GF-I-1	QN-C-R	0.73
GF-I-1	QN-C-R	0.692
GF-I-1	QN-C-R	0.483
GF-I-1	QN-C-R	0.722
GF-I-1	QN-C-R	0.378
GF-I-1	QN-C-R	0.776
GF-I-1	QN-C-R	0.597
GF-I-1	QN-C-R	0.589
GF-I-1	QN-C-R	0.678
GF-I-1	QN-C-R	0.705
GF-I-1	QN-C-R	0.565
GF-I-1	QN-C-R	0.645
GF-I-1	QN-C-R	0.545
GF-I-1	QN-C-R	0.75
GF-I-1	QN-C-R	0.739
GF-I-1	QN-C-R	0.713
GF-I-1	QN-C-R	0.711
GF-I-1	QN-C-R	0.607
GF-I-1	QN-C-R	0.684
GF-I-1	QN-C-R	0.505
GF-I-1	QN-C-R	0.568
GF-I-1	QN-C-R	0.76
GF-I-1	QN-C-R	0.534
GF-I-1	QN-C-R	0.815
GF-I-1	QN-C-R	0.666
GF-I-1	QN-C-R	0.391
GF-I-1	QN-C-R	0.773
GF-I-1	QN-C-R	0.431
GF-I-1	QN-C-R	0.764
GF-I-1	QN-C-R	0.763
GF-I-1	QN-C-R	0.754
GF-I-1	QN-C-R	0.68
GF-I-1	QN-C-R	0.251
GF-I-1	QN-C-R	0.649
GF-I-1	QN-C-R	0.186
GF-I-1	QN-C-R	0.553
GF-I-1	QN-C-R	0.581
GF-I-1	QN-C-R	0.555
GF-I-1	QN-C-R	0.64
GF-I-1	QN-C-R	0.585
GF-I-1	QN-C-R	0.472
GF-I-1	QN-C-R	0.563
GF-I-1	QN-C-R	0.603
GF-I-1	QN-C-R	0.654
GF-I-1	QN-C-R	0.65
GF-I-1	QN-C-R	0.573
GF-I-1	QN-C-R	0.542
GF-I-1	QN-C-R	0.461
GF-I-1	QN-C-R	0.649
GF-I-1	QN-C-R	0.427
GF-I-1	QN-C-R	0.523
GF-I-1	QN-C-R	0.506
GF-I-1	QN-C-R	0.388
GF-I-1	QN-C-R	0.555
GF-I-1	QN-C-R	0.594
GF-I-1	QN-C-R	0.308
GF-I-1	QN-C-R	0.61
GF-I-1	QN-C-R	0.245
GF-I-1	QN-C-R	0.55
GF-I-1	QN-C-R	0.486
GF-I-1	QN-C-R	0.54
GF-I-1	QN-C-R	0.444
GF-I-1	QN-C-R	0.118
GF-I-1	QN-C-R	0.47
GF-I-1	QN-C-R	0.033
GF-I-1	QN-C-R	0.703
GF-I-1	QN-C-R	0.66
GF-I-1	QN-C-R	0.63
GF-I-1	QN-C-R	0.711
GF-I-1	QN-C-R	0.775
GF-I-1	QN-C-R	0.568
GF-I-1	QN-C-R	0.728
GF-I-1	QN-C-R	0.508
GF-I-1	QN-C-R	0.72
GF-I-1	QN-C-R	0.69
GF-I-1	QN-C-R	0.705
GF-I-1	QN-C-R	0.65
GF-I-1	QN-C-R	0.372
GF-I-1	QN-C-R	0.669
GF-I-1	QN-C-R	0.305
GF-I-1	QN-C-R	0.687
GF-I-1	QN-C-R	0.653
GF-I-1	QN-C-R	0.653
GF-I-1	QN-C-R	0.705
GF-I-1	QN-C-R	0.785
GF-I-1	QN-C-R	0.662
GF-I-1	QN-C-R	0.737
GF-I-1	QN-C-R	0.541
GF-I-1	QN-C-R	0.719
GF-I-1	QN-C-R	0.696
GF-I-1	QN-C-R	0.716
GF-I-1	QN-C-R	0.689
GF-I-1	QN-C-R	0.321
GF-I-1	QN-C-R	0.737
GF-I-1	QN-C-R	0.269
GF-I-1	QN-C-R	0.566
GF-I-1	QN-C-R	0.576
GF-I-1	QN-C-R	0.515
GF-I-1	QN-C-R	0.642
GF-I-1	QN-C-R	0.675
GF-I-1	QN-C-R	0.449
GF-I-1	QN-C-R	0.633
GF-I-1	QN-C-R	0.398
GF-I-1	QN-C-R	0.595
GF-I-1	QN-C-R	0.588
GF-I-1	QN-C-R	0.603
GF-I-1	QN-C-R	0.549
GF-I-1	QN-C-R	0.254
GF-I-1	QN-C-R	0.582
GF-I-1	QN-C-R	0.187
GF-I-1	QN-C-R	0.457
GF-I-1	QN-C-R	0.614
GF-I-1	QN-C-R	0.397
GF-I-1	QN-C-R	0.655
GF-I-1	QN-C-R	0.55
GF-I-1	QN-C-R	0.258
GF-I-1	QN-C-R	0.651
GF-I-1	QN-C-R	0.201
GF-I-1	QN-C-R	0.558
GF-I-1	QN-C-R	0.552
GF-I-1	QN-C-R	0.596
GF-I-1	QN-C-R	0.542
GF-I-1	QN-C-R	0.052
GF-I-1	QN-C-R	0.467
GF-I-1	QN-C-R	0.009
GF-I-1	QN-C-R	0.85
GF-I-1	QN-C-R	0.571
GF-I-1	QN-C-R	0.667
GF-I-1	QN-C-R	0.636
GF-I-1	QN-C-R	0.848
GF-I-1	QN-C-R	0.696
GF-I-1	QN-C-R	0.684
GF-I-1	QN-C-R	0.601
GF-I-1	QN-C-R	0.738
GF-I-1	QN-C-R	0.697
GF-I-1	QN-C-R	0.704
GF-I-1	QN-C-R	0.719
GF-I-1	QN-C-R	0.611
GF-I-1	QN-C-R	0.738
GF-I-1	QN-C-R	0.525
GF-I-1	QN-C-R	0.559
GF-I-1	QN-C-R	0.473
GF-I-1	QN-C-R	0.451
GF-I-1	QN-C-R	0.544
GF-I-1	QN-C-R	0.599
GF-I-1	QN-C-R	0.436
GF-I-1	QN-C-R	0.493
GF-I-1	QN-C-R	0.48
GF-I-1	QN-C-R	0.574
GF-I-1	QN-C-R	0.556
GF-I-1	QN-C-R	0.534
GF-I-1	QN-C-R	0.485
GF-I-1	QN-C-R	0.496
GF-I-1	QN-C-R	0.609
GF-I-1	QN-C-R	0.384
GF-I-1	QN-C-R	0.684
GF-I-1	QN-C-R	0.545
GF-I-1	QN-C-R	0.491
GF-I-1	QN-C-R	0.637
GF-I-1	QN-C-R	0.71
GF-I-1	QN-C-R	0.473
GF-I-1	QN-C-R	0.649
GF-I-1	QN-C-R	0.358
GF-I-1	QN-C-R	0.641
GF-I-1	QN-C-R	0.615
